hole_id,comp_no,process_method,process_phase,mass_kg,mass_pct,Fe_pct_XRF,SiO2_pct_XRF,Al2O3_pct_XRF,TiO2_pct_XRF,Mn_pct_XRF,CaO_pct_XRF,P_pct_XRF,S_pct_XRF,MgO_pct_XRF,K2O_pct_XRF,Na2O_pct_XRF,Zn_pct_XRF,As_pct_XRF,Cl_pct_XRF,Cu_pct_XRF,Pb_pct_XRF,Ba_pct_XRF,V_pct_XRF,Cr_pct_XRF,Ni_pct_XRF,Co_pct_XRF,Sn_pct_XRF,Zr_pct_XRF,Sr_pct_XRF,Fe3O4_pct_SATMAGAN,LOI_371_pct,LOI_650_pct,LOI_1000_pct,LOI_total_pct
GVRD0267,6,LIMS,Calc Head,110.55,100,39.157168701944819,33.52474626865672,0.9999014020805066,4.4988240615106284E-2,0.47516906377204893,0.75473622795115336,9.3150610583446397E-2,6.3678606965174134E-2,1.6908587969244684,0.17620379918588874,3.0536951605608324E-2,2.1209407507914971E-3,7.1976481230212575E-4,4.8790592492085026E-3,7.8023518769787428E-4,7.8023518769787428E-4,5.1209407507914976E-3,1.3407055630936227E-3,8.7256445047489816E-3,3.2418815015829937E-3,1.3407055630936227E-3,5.0000000000000001E-4,2.758118498417006E-3,5.8790592492085026E-3,38.500367254635904,-3.2978742650384446E-2,5.7741148801447322,2.6315694255992811E-2,5.7674518317503392
GVRD0267,6,LIMS,Feed Assay,NA,NA,38.524129564236048,33.99725108303906,1.0171574138119335,4.3753576759255883E-2,0.48681173322654631,0.77283017219410965,9.3782937129127386E-2,6.3592158433142809E-2,1.7310318904947395,0.17854925552440931,3.4685354399504896E-2,2.1134733699807056E-3,7.9406785831300745E-4,1.1925698059630856E-2,8.6752339000327635E-4,9.3947722887618773E-4,2.2342094724962687E-3,5.0000000000000001E-4,9.0013105682769674E-3,3.5703702355382432E-3,1E-3,5.4232043394371841E-4,2.4234591721577054E-3,1.0728257308238377E-2,36.625439950489643,1.4084604463213078E-2,6.008674869853289,-1.9790127052313516E-2,6.0029693472641892
GVRD0267,7,LIMS, Mags(calc),58.110000000000007,51.470327723649248,59.17,13.63,0.41699999999999998,2.7E-2,0.186,0.23799999999999999,4.2000000000000003E-2,2.1999999999999999E-2,0.61299999999999999,0.09,1.7000000000000001E-2,3.0000000000000001E-3,5.0000000000000001E-4,2E-3,2E-3,3.0000000000000001E-3,4.0000000000000001E-3,1E-3,1.4999999999999999E-2,6.0000000000000001E-3,2E-3,1E-3,5.0000000000000001E-4,6.0000000000000001E-3,71.23,-0.28000000000000003,1.28,-1.01,-0.01
GVRD0267,7,LIMS, Tails,54.79,48.529672276350752,21.74,50.82,1.4550000000000001,0.06,0.70199999999999996,1.361,0.14199999999999999,0.11600000000000001,2.5499999999999998,0.23200000000000001,3.7999999999999999E-2,1E-3,1E-3,8.0000000000000002E-3,1E-3,5.0000000000000001E-4,4.0000000000000001E-3,5.0000000000000001E-4,3.0000000000000001E-3,3.0000000000000001E-3,5.0000000000000001E-4,1E-3,6.0000000000000001E-3,1.0999999999999999E-2,1.72,0.13,9.59,1.02,10.74
GVRD0267,7,LIMS,Calc Head,112.9,100,41.005343666961906,31.678185119574845,0.92073799822852076,4.3014791851195749E-2,0.43641310894596985,0.78298821966341892,9.0529672276350753E-2,6.7617891939769706E-2,1.5530197519929141,0.15891213463241807,2.719123117803366E-2,2.029406554472985E-3,7.4264836138175378E-4,4.9117803365810453E-3,1.5147032772364925E-3,1.7867581930912312E-3,4.0000000000000001E-3,7.5735163861824625E-4,9.1764393268379089E-3,4.5441098317094775E-3,1.2720549158547387E-3,1E-3,3.1691319751992915E-3,8.4264836138175387E-3,37.497024800708594,-8.1028343666961933E-2,5.3128157661647473,-2.4847652790079736E-2,5.2069397697077058
GVRD0267,7,LIMS,Feed Assay,NA,NA,40.149631145372119,32.445022314734778,0.94351117500749704,4.3232302563107478E-2,0.45142477376563356,0.80633256892871641,9.2519077775229747E-2,7.0534142426220248E-2,1.6047857609059957,0.1609689534124786,3.2243362909911977E-2,2.4268905784190936E-3,6.722732805306144E-4,5.1930886062551817E-3,1.5082291097038227E-3,7.2083649385242291E-4,9.1665931662227235E-4,5.0000000000000001E-4,8.552294095856337E-3,3.396232073241722E-3,9.5933073435763557E-4,5.9897863783097262E-4,1.8992749916209493E-3,1.1411437845084584E-2,35.420911817107374,-1.6780504154245091E-2,5.5745105752438739,-5.0578242692585859E-2,5.5071518283970438
GVRD0267,8,LIMS, Mags(calc),64.580000000000013,54.177852348993291,55.01,18.329999999999998,0.51100000000000001,3.1E-2,0.224,0.29699999999999999,0.05,2.3E-2,0.73399999999999999,0.104,1.2999999999999999E-2,2E-3,5.0000000000000001E-4,3.0000000000000001E-3,1E-3,5.0000000000000001E-4,3.0000000000000001E-3,1E-3,1.4999999999999999E-2,4.0000000000000001E-3,1E-3,5.0000000000000001E-4,1E-3,4.0000000000000001E-3,67.44,-0.17,2.11,-1.08,0.86
GVRD0267,8,LIMS, Tails,54.62,45.822147651006709,18.329999999999998,55.06,1.607,6.4000000000000001E-2,0.68200000000000005,1.431,0.155,0.104,2.48,0.23,0.03,2E-3,1E-3,8.0000000000000002E-3,1E-3,5.0000000000000001E-4,4.0000000000000001E-3,5.0000000000000001E-4,3.0000000000000001E-3,2E-3,5.0000000000000001E-4,1E-3,5.0000000000000001E-3,8.9999999999999993E-3,1.84,0.18,9.82,1.1299999999999999,11.13
GVRD0267,8,LIMS,Calc Head,119.2,100,38.202436241610741,35.16047483221476,1.0132107382550335,4.6121308724832215E-2,0.43386543624161078,0.81662315436241617,9.8113255033557042E-2,6.0115939597315433E-2,1.534054697986577,0.16173590604026844,2.078976510067114E-2,2E-3,7.2911073825503354E-4,5.2911073825503349E-3,1E-3,5.0000000000000001E-4,3.4582214765100671E-3,7.7088926174496638E-4,9.5013422818791948E-3,3.0835570469798655E-3,7.7088926174496638E-4,7.2911073825503354E-4,2.8328859060402682E-3,6.2911073825503349E-3,37.380671140939597,-9.6224832214765327E-3,5.6428875838926169,-6.7330536912751815E-2,5.5659345637583897
GVRD0267,8,LIMS,Feed Assay,NA,NA,37.634574678536097,35.590535223650953,1.0248555702091806,4.6399750888376022E-2,0.44339998900978128,0.83079292596256016,9.807128988533538E-2,6.1294556178334611E-2,1.5744801626552367,0.16051789573945854,2.3243744733853537E-2,2.560464519910613E-3,5.0000000000000001E-4,6.787046195552625E-3,1.3867091621789941E-3,5.0000000000000001E-4,2.3590412865882697E-3,5.0000000000000001E-4,9.0745686339158155E-3,4.0338681906436601E-3,1E-3,5.0000000000000001E-4,2.3225262849397368E-3,1.1301461699087811E-2,35.432709272081183,6.1569036890500783E-3,5.7806090412865885,-1.2151884822507961E-2,5.7746140601531302
