hole_id,comp_no,process_method,process_phase,mass_kg,mass_pct,Fe_pct_XRF,SiO2_pct_XRF,Al2O3_pct_XRF,TiO2_pct_XRF,Mn_pct_XRF,CaO_pct_XRF,P_pct_XRF,S_pct_XRF,MgO_pct_XRF,K2O_pct_XRF,Na2O_pct_XRF,Zn_pct_XRF,As_pct_XRF,Cl_pct_XRF,Cu_pct_XRF,Pb_pct_XRF,Ba_pct_XRF,V_pct_XRF,Cr_pct_XRF,Ni_pct_XRF,Co_pct_XRF,Sn_pct_XRF,Zr_pct_XRF,Sr_pct_XRF,Fe3O4_pct_SATMAGAN,LOI_371_pct,LOI_650_pct,LOI_1000_pct,LOI_total_pct
GVRD0267,9,LIMS, Mags(calc),61.109999999999992,54.392523364485982,53.6,19.53,0.65300000000000002,3.5000000000000003E-2,0.26300000000000001,0.30299999999999999,5.0999999999999997E-2,2.9000000000000001E-2,0.876,0.104,1.7000000000000001E-2,2E-3,5.0000000000000001E-4,3.0000000000000001E-3,5.0000000000000001E-4,5.0000000000000001E-4,5.0000000000000001E-4,2E-3,1.7999999999999999E-2,3.0000000000000001E-3,1E-3,5.0000000000000001E-4,1E-3,2E-3,64.97,-0.13,2.44,-1.02,1.29
GVRD0267,9,LIMS, Tails,51.24,45.607476635514018,17.84,53.75,2.0529999999999999,8.5000000000000006E-2,0.73599999999999999,1.3049999999999999,0.13700000000000001,0.16900000000000001,2.95,0.19,3.2000000000000001E-2,2E-3,5.0000000000000001E-4,8.9999999999999993E-3,1E-3,5.0000000000000001E-4,5.0000000000000001E-4,5.0000000000000001E-4,5.0000000000000001E-3,4.0000000000000001E-3,1E-3,5.0000000000000001E-4,5.0000000000000001E-3,8.9999999999999993E-3,1.72,0.21,10.94,0.98,12.13
GVRD0267,9,LIMS,Calc Head,112.35,100,37.290766355140185,35.136878504672893,1.2915046728971962,5.7803738317757015E-2,0.47872336448598124,0.7599869158878505,9.0222429906542057E-2,9.2850467289719629E-2,1.8218990654205607,0.14322242990654208,2.3841121495327102E-2,2E-3,5.0000000000000001E-4,5.7364485981308408E-3,7.2803738317757003E-4,5.0000000000000001E-4,5.0000000000000001E-4,1.3158878504672897E-3,1.2071028037383177E-2,3.4560747663551408E-3,1E-3,5.0000000000000001E-4,2.8242990654205606E-3,5.1925233644859814E-3,36.123271028037379,2.5065420560747658E-2,6.3166355140186923,-0.10785046728971963,6.2338504672897201
GVRD0267,9,LIMS,Feed Assay,NA,NA,36.524800832127355,35.681718704775683,1.317940502894356,6.0492764109985532E-2,0.49445627713458762,0.78346718523878434,9.1144428364688862E-2,9.982532561505067E-2,1.8905159189580321,0.14554171490593343,2.0071526772793054E-2,2.5219428364688856E-3,5.0000000000000001E-4,7.3952785817655567E-3,1.4955770622286544E-3,6.0959659913169327E-4,2.1619844428364689E-3,5.8390918958031853E-4,1.1497955861070911E-2,4.7449167872648341E-3,1E-3,5.5754341534008695E-4,2.5602568740955138E-3,1.0969952966714906E-2,34.696949529667151,5.4233900144717809E-2,6.5832331765557175,-0.10200814037626631,6.5354589363241686
GVRD0268,2,LIMS, Mags(calc),77.66,56.956362302896956,50.68,23.46,0.66500000000000004,0.04,0.27400000000000002,0.251,6.7000000000000004E-2,2.1000000000000001E-2,0.79,0.222,1.2E-2,2E-3,1E-3,3.0000000000000001E-3,5.0000000000000001E-4,5.0000000000000001E-4,3.0000000000000001E-3,1E-3,1.2999999999999999E-2,5.0000000000000001E-3,2E-3,5.0000000000000001E-4,5.0000000000000001E-4,8.0000000000000002E-3,57.05,-0.11,2.41,-0.76,1.54
GVRD0268,2,LIMS, Tails,58.69,43.043637697103044,20.07,52.33,1.4670000000000001,5.5E-2,0.88300000000000001,0.64100000000000001,0.14899999999999999,6.6000000000000003E-2,2.4,0.46600000000000003,3.1E-2,2E-3,5.0000000000000001E-4,4.0000000000000001E-3,1E-3,5.0000000000000001E-4,6.0000000000000001E-3,5.0000000000000001E-4,1E-3,2E-3,5.0000000000000001E-4,5.0000000000000001E-4,6.0000000000000001E-3,0.01,2.0699999999999998,0.28000000000000003,11.48,0.4,12.16
GVRD0268,2,LIMS,Calc Head,136.35,100,37.504342500916756,35.886698203153649,1.0102099743307664,4.6456545654565459E-2,0.53613575357535748,0.41887018701870188,0.10229578291162449,4.0369636963696373E-2,1.4830025669233589,0.32702647598093143,2.0178291162449579E-2,2E-3,7.8478181151448475E-4,3.4304363769710306E-3,7.1521818848551517E-4,5.0000000000000001E-4,4.2913091309130912E-3,7.8478181151448475E-4,7.8347634763476347E-3,3.7086908690869085E-3,1.3543454345434545E-3,5.0000000000000001E-4,2.8674000733406673E-3,8.8608727539420604E-3,33.38460799413275,5.7870187018701877E-2,6.3140579391272471,-0.26069380271360465,6.1112343234323427
GVRD0268,2,LIMS,Feed Assay,NA,NA,37.324283553530748,35.963367107061501,1.0069951161731208,4.6653831435079722E-2,0.54238613211845099,0.42179755808656039,0.10218946697038725,4.6942760820045552E-2,1.4856468337129838,0.32489656492027336,2.3329731207289289E-2,6.9775671981776753E-3,5.3560820045558076E-4,4.0000000000000001E-3,1.4648656036446467E-3,1.9546879271070614E-3,1.1404847380410022E-2,5.2563097949886106E-4,7.7971571753986321E-3,4.0381776765375851E-3,8.6975854214123001E-4,5.0000000000000001E-4,3.706150341685649E-3,9.4002733485193616E-3,32.770542141230067,2.5920546697038721E-2,6.5301330296127551,-0.30730460136674259,6.2487489749430516
GVRD0268,3,LIMS, Mags(calc),75.06,57.849710982658962,52.4,21.44,0.60199999999999998,0.04,0.27400000000000002,0.254,6.9000000000000006E-2,4.3999999999999997E-2,0.76400000000000001,0.14499999999999999,8.0000000000000002E-3,2E-3,5.0000000000000001E-4,3.0000000000000001E-3,1E-3,5.0000000000000001E-4,5.0000000000000001E-3,2E-3,1.2999999999999999E-2,6.0000000000000001E-3,2E-3,5.0000000000000001E-4,1E-3,8.9999999999999993E-3,62.8,-0.17,2.15,-0.88,1.1000000000000001
GVRD0268,3,LIMS, Tails,54.69,42.150289017341038,17.989999999999998,55.22,1.3180000000000001,4.7E-2,0.92900000000000005,0.63300000000000001,0.14499999999999999,0.23,2.4300000000000002,0.30499999999999999,3.1E-2,2E-3,5.0000000000000001E-4,4.0000000000000001E-3,5.0000000000000001E-4,5.0000000000000001E-4,4.0000000000000001E-3,5.0000000000000001E-4,1E-3,2E-3,5.0000000000000001E-4,5.0000000000000001E-4,6.0000000000000001E-3,0.01,1.94,0.28999999999999998,11.49,0.68,12.46
GVRD0268,3,LIMS,Calc Head,129.75,100,37.896085549132948,35.678367630057807,0.9037960693641619,4.2950520231213873E-2,0.55008439306358381,0.41374959537572253,0.10103421965317919,0.12239953757225434,1.4662238150289015,0.21244046242774567,1.7694566473988437E-2,2E-3,5.0000000000000001E-4,3.4215028901734101E-3,7.8924855491329488E-4,5.0000000000000001E-4,4.5784971098265896E-3,1.3677456647398845E-3,7.9419653179190752E-3,4.313988439306359E-3,1.3677456647398845E-3,5.0000000000000001E-4,3.1075144508670516E-3,9.4215028901734107E-3,37.147334104046244,2.3891329479768776E-2,6.0868369942196523,-0.22245549132947978,5.8882728323699425
GVRD0268,3,LIMS,Feed Assay,NA,NA,37.523635680718371,36.050464352474627,0.89485973340787195,3.9596478048950924E-2,0.56321758879125094,0.41656763508673855,0.10199902168026416,0.12418069216121311,1.4761932880278124,0.21037116751978474,2.093635680718366E-2,2.5469331423280516E-3,7.7346657116402579E-4,4.5469331423280517E-3,5.5941545395782745E-4,5.234884086581297E-4,4.5260739679600284E-3,5.234884086581297E-4,5.842071242640765E-3,3.4281895843888128E-3,6.4845128491815317E-4,5.0000000000000001E-4,3.4712356527663735E-3,8.3418878076902906E-3,36.608935203787496,1.9270278297024858E-2,6.4430803095683169,-0.33290683251515524,6.1294437553501862
GVRD0268,4,LIMS, Mags(calc),61.52,55.348627980206935,49.58,23.24,1.099,6.3E-2,0.27500000000000002,0.214,5.2999999999999999E-2,4.1000000000000002E-2,1.28,1.4E-2,3.0000000000000001E-3,3.0000000000000001E-3,5.0000000000000001E-4,4.0000000000000001E-3,5.0000000000000001E-4,5.0000000000000001E-4,5.0000000000000001E-4,2E-3,2.1999999999999999E-2,7.0000000000000001E-3,1E-3,5.0000000000000001E-4,2E-3,8.0000000000000002E-3,58.35,-0.04,3.44,-0.83,2.57
GVRD0268,4,LIMS, Tails,49.63,44.651372019793072,19.98,50.1,2.5099999999999998,9.8000000000000004E-2,0.74399999999999999,0.53400000000000003,0.126,0.128,3.29,0.03,3.5000000000000003E-2,3.0000000000000001E-3,1E-3,5.0000000000000001E-3,5.0000000000000001E-4,5.0000000000000001E-4,5.0000000000000001E-4,5.0000000000000001E-4,4.0000000000000001E-3,5.0000000000000001E-3,5.0000000000000001E-4,5.0000000000000001E-4,7.0000000000000001E-3,8.9999999999999993E-3,2.2000000000000002,0.3,12.66,0.39,13.35
GVRD0268,4,LIMS,Calc Head,111.15,100,36.363193882141246,35.233358524516419,1.7290308591992802,7.8627980206927572E-2,0.48441493477282954,0.35688439046333786,8.5595501574448937E-2,7.9846693657219969E-2,2.1774925775978407,2.1144219523166891E-2,1.7288439046333783E-2,3.0000000000000005E-3,7.2325686009896539E-4,4.4465137201979308E-3,5.0000000000000001E-4,5.0000000000000001E-4,5.0000000000000001E-4,1.3302294197031039E-3,1.3962753036437247E-2,6.1069725596041395E-3,7.7674313990103465E-4,5.0000000000000001E-4,4.2325686009896538E-3,8.4465137201979301E-3,33.278254610886194,0.11181466486729644,7.5568565002249217,-0.28525326135852452,7.3834179037336938
GVRD0268,4,LIMS,Feed Assay,NA,NA,36.056257713810375,35.412370727177759,1.7477259977172921,7.7621225310970529E-2,0.49271951714932383,0.35985442903294446,8.637747857543572E-2,8.3760625229721608E-2,2.207405257965295,1.8181069003540128E-2,2.0911419341110012E-2,2.934130346468574E-3,7.9290232720097492E-4,4.0753293482676568E-3,5.3766467413382849E-4,4.999999999999999E-4,6.0281856344185857E-4,1.2861315845472305E-3,1.3589905789952216E-2,6.2197783065405356E-3,1.552869827636237E-3,4.999999999999999E-4,4.1622656839417323E-3,9.5105913760083552E-3,32.197004430000192,0.10049058866771127,7.7997599288104764,-0.34981970479562025,7.5504308126825679
GVRD0268,5,LIMS, Mags(calc),90.12,64.998196898665711,50.72,24.03,0.81499999999999995,4.7E-2,0.29899999999999999,0.187,5.1999999999999998E-2,3.9E-2,0.88100000000000001,6.7000000000000004E-2,1.4999999999999999E-2,2E-3,5.0000000000000001E-4,3.0000000000000001E-3,5.0000000000000001E-4,5.0000000000000001E-4,5.0000000000000001E-3,2E-3,1.4E-2,6.0000000000000001E-3,2E-3,5.0000000000000001E-4,2E-3,7.0000000000000001E-3,61.13,-0.14000000000000001,1.66,-0.76,0.76
GVRD0268,5,LIMS, Tails,48.53,35.001803101334296,16.38,58.33,2.2770000000000001,8.1000000000000003E-2,1.05,0.52700000000000002,0.13800000000000001,0.14699999999999999,2.76,0.20699999999999999,3.5999999999999997E-2,3.0000000000000001E-3,5.0000000000000001E-4,5.0000000000000001E-3,1E-3,5.0000000000000001E-4,8.9999999999999993E-3,5.0000000000000001E-4,3.0000000000000001E-3,5.0000000000000001E-3,5.0000000000000001E-4,5.0000000000000001E-4,5.0000000000000001E-3,0.01,2.33,0.31,9.5399999999999991,0.5,10.35
GVRD0268,5,LIMS,Calc Head,138.65,100,38.700380815001807,36.035618463757665,1.3267263613415077,5.8900613054453661E-2,0.56186354129102056,0.30600613054453663,8.2101550667147499E-2,7.6801947349441041E-2,1.5386838802740714,0.11600252434186802,2.2350378651280201E-2,2.3500180310133427E-3,5.0000000000000001E-4,3.7000360620266857E-3,6.7500901550667154E-4,5.0000000000000001E-4,6.4000721240533723E-3,1.4749729534799855E-3,1.0149801658853229E-2,5.6499819689866566E-3,1.4749729534799855E-3,5.0000000000000001E-4,3.0500540930400288E-3,8.050054093040028E-3,40.548939776415438,1.750811395600433E-2,4.418142084385142,-0.31897728092318789,4.1166729174179588
GVRD0268,5,LIMS,Feed Assay,NA,NA,38.885815169167849,35.703862119516991,1.3023872535781797,6.1981134987076109E-2,0.56258915551097555,0.3030474518729987,8.2403958180625736E-2,7.6114347440299365E-2,1.5424590100690556,0.10921361058601133,2.0434994791867594E-2,2.8852667721152732E-3,5.5736661394236331E-4,3.0831565140233786E-3,1.0257899000810152E-3,5.2090004243663432E-4,3.700628833764129E-3,1.6592145364762161E-3,9.8861347941823201E-3,5.7871995679179044E-3,1.0418000848732686E-3,5.2090004243663432E-4,2.773561976775587E-3,1.0420913545002122E-2,41.31790613788047,2.1389221094865168E-2,4.6510983372555064,-0.5212003780718335,4.1512871802785387
