hole_id,comp_no,grind_P97,grind_P80,d80_feed,d80_con,d80_tail,d80_calc_head,con_mass_rec_pct,Fe_pct_XRF,SiO2_pct_XRF
NSRD0799,6,45,23.046454767726154,26.736999999999998,39.107999999999997,26.021000000000001,30.480310354291415,34.074351297405194,67.17,5.7149999999999999
NSRD0799,6,38,20.330434782608705,23.039000000000001,36.258000000000003,23.146000000000001,27.571263073572482,33.749718376849316,67.25,5.8460000000000001
NSRD0799,10,53,26.667870036101107,29.225000000000001,42.856999999999999,31.667000000000002,35.49173749419235,34.179959733622425,65.63,7.3849999999999998
NSRD0799,10,45,22.544270833333336,25.01,38.540999999999997,22.018000000000001,27.567810852713173,33.588397099274822,67.14,5.5030000000000001
NSRD0799,10,38,20.890951276102086,22.748999999999999,34.003999999999998,20.271999999999998,24.809634891277177,33.044238940264933,67.77,4.6840000000000002
NSRD0799,12,53,28.002013422818791,31.893999999999998,43.792999999999999,32.488,36.510542553191492,35.581977471839799,64.72,8.5399999999999991
NSRD0799,12,45,21.421739130434773,27.109000000000002,38.716999999999999,27.443000000000001,31.34265347673837,34.589794897448719,65.94,7.0049999999999999
NSRD0799,12,38,20.890951276102086,23.789000000000001,35.115000000000002,22.335999999999999,26.575433249999996,33.174999999999997,67.11,5.5540000000000003
NSRD0799,13,53,27.363768115942037,31.690999999999999,41.686,29.532,33.273237286862468,30.781942462254939,64.86,7.9820000000000002
NSRD0799,13,45,22.612903225806448,25.605,39.292999999999999,28.071000000000002,31.399367053538004,29.65930363159865,66.37,6.3639999999999999
NSRD0799,13,38,21.239179954441909,22.486999999999998,33.134,20.132999999999999,23.861797446808509,28.680851063829788,68.02,4.5940000000000003
NSRD0799,14,53,28.071794871794864,30.413,44.96,31.954999999999998,34.461246494742106,19.271407110666001,65.42,7.1920000000000002
NSRD0799,14,45,21.920329670329657,26.190999999999999,37.939,25.419,27.781039960039962,18.866133866133865,66.64,5.6319999999999997
NSRD0799,14,38,21.337801608579085,23.936,34.15,21.068000000000001,23.430808049535603,18.061520023968843,67.680000000000007,4.4690000000000003
NSRD0799,16,53,26.922131147540981,29.257000000000001,44.463999999999999,35.201000000000001,37.008894848712174,19.517379344836211,66.06,6.13
NSRD0799,16,45,23.376373626373628,25.878,38.548000000000002,25.297000000000001,27.801475431142215,18.90027493126718,67.44,4.758
NSRD0799,16,38,21.355555555555576,23.936,34.430999999999997,22.337,24.4994072,17.88,67.930000000000007,3.84
NSRD0799,17,53,26.933812949640284,29.739000000000001,46.994999999999997,31.9,34.798849807509626,19.204039798010101,65.819999999999993,6.6280000000000001
NSRD0799,17,45,22.563888888888897,26.369,38.322000000000003,26.396000000000001,28.642892976755817,18.840289927518121,66.84,5.5190000000000001
NSRD0799,17,38,20.853932584269664,23.326000000000001,35.052999999999997,21.391999999999999,23.881034199999998,18.22,67.53,4.6079999999999997
