hole_id,type,comp_no,process_method,pass,mass_g,mass_pct,D80_micron,Fe_pct_XRF,SiO2_pct_XRF,Al2O3_pct_XRF,TiO2_pct_XRF,Mn_pct_XRF,CaO_pct_XRF,P_pct_XRF,S_pct_XRF,MgO_pct_XRF,K2O_pct_XRF,Na2O_pct_XRF,Zn_pct_XRF,As_pct_XRF,Cl_pct_XRF,Cu_pct_XRF,Pb_pct_XRF,Ba_pct_XRF,V_pct_XRF,Cr_pct_XRF,Ni_pct_XRF,Co_pct_XRF,Sn_pct_XRF,Zr_pct_XRF,Sr_pct_XRF,Fe3O4_pct_SATMAGAN,LOI_371_pct,LOI_650_pct,LOI_1000_pct,LOI_total_pct
GVRD0267,DTR Mags, 4,HIG5 DTR,P1,29.779,74.447500000000005,68.287999999999997,63.58,9.811,0.175,0.016,0.094,0.101,0.02,0.004,0.278,0.037,0.006,0.004,5e-4,5e-4,0.002,0.003,0.005,0.003,0.02,0.006,0.002,5e-4,0.001,0.002,81.27,-0.22,0.06,-1.46,-1.62
GVRD0267,DTR Tails, 4,HIG5 DTR,P1,10.221,25.552500000000002,76.721999999999994,22.27,51.41,1.913,0.094,0.648,0.821,0.137,0.079,2.33,0.328,0.04,0.009,0.001,5e-4,0.01,5e-4,0.004,5e-4,0.003,0.004,5e-4,5e-4,0.003,0.006,3.15,0.26,9.23,0.51,10
GVRD0267,Calc Head, 4,HIG5 DTR,P1,40,100,70.443097850000001,53.02426225,20.440584475,0.6191024500000001,0.03593095,0.23556085000000004,0.284978,0.049896425,0.023164375,0.8023373,0.11135777500000002,0.01468785,0.005277625,6.277625000000001e-4,5e-4,0.0040442,0.0023611875,0.004744475000000001,0.0023611875,0.015656075000000002,0.00548895,0.0016167125,5e-4,0.00151105,0.0030221,61.308387,-0.097348,2.40316425,-0.9566157500000001,1.3492005
GVRD0267,Head, 4,HIG5 DTR,P1,NA,NA,71.668000000000006,53.2,19.81,0.649,0.035,0.252,0.308,0.05,0.03,0.871,0.108,0.02,0.002,5e-4,5e-4,5e-4,5e-4,0.002,0.002,0.015,0.006,0.001,0.001,0.002,0.003,61.18,-0.1,2.54,-0.91,1.53
GVRD0267,DTR Mags, 4,HIG5 DTR,P2,27.338000000000001,68.344999999999999,40.701999999999998,66.91,6.165,0.117,0.011,0.057,0.066,0.013,0.004,0.16,0.021,0.004,0.003,5e-4,5e-4,0.001,0.002,0.004,0.003,0.022,0.009,0.001,5e-4,5e-4,0.001,86.58,-0.31,-0.79,-1.24,-2.34
GVRD0267,DTR Tails, 4,HIG5 DTR,P2,12.661999999999999,31.655000000000001,55.104999999999997,21.75,52.18,1.861,0.092,0.64,0.784,0.133,0.073,2.28,0.322,0.042,0.006,0.002,5e-4,0.012,5e-4,0.004,5e-4,0.004,0.003,5e-4,5e-4,0.004,0.006,2.34,0.23,9.16,0.46,9.85
GVRD0267,Calc Head, 4,HIG5 DTR,P2,40,100,45.261269649999996,52.614602,20.73104825,0.6690632000000001,0.03664055,0.24154865,0.2932829,0.050986000000000004,0.02584195,0.831086,0.11628155000000001,0.016028900000000002,0.00394965,9.74825e-4,5e-4,0.0044820500000000004,0.001525175,0.004,0.002208625,0.0163021,0.007100699999999999,8.417250000000001e-4,5e-4,0.001607925,0.0025827500000000004,59.913827999999995,-0.139063,2.3596725000000003,-0.701865,1.5187445000000006
GVRD0267,Head, 4,HIG5 DTR,P2,NA,NA,44.789000000000001,52.77,20.26,0.681,0.038,0.257,0.314,0.051,0.031,0.893,0.112,0.021,0.002,5e-4,5e-4,5e-4,5e-4,5e-4,0.002,0.015,0.005,0.002,5e-4,0.003,0.002,60.61,-0.16,2.52,-0.71,1.65
GVRD0267,DTR Mags, 4,HIG5 DTR,P3,26.570999999999998,66.427499999999995,34.732999999999997,67.76,5.176,0.098,0.01,0.046,0.053,0.009,0.002,0.124,0.019,0.002,0.004,5e-4,5e-4,0.001,0.001,0.004,0.003,0.023,0.008,0.002,5e-4,0.001,0.001,88.1,-0.38,-0.98,-1.22,-2.58
GVRD0267,DTR Tails, 4,HIG5 DTR,P3,13.429000000000002,33.572500000000005,35.734999999999999,21.3,52.8,1.871,0.091,0.65,0.787,0.134,0.073,2.31,0.317,0.045,0.012,0.001,5e-4,0.012,5e-4,0.005,5e-4,0.004,0.003,5e-4,5e-4,0.005,0.006,1.72,0.2,9.16,0.53,9.89
GVRD0267,Calc Head, 4,HIG5 DTR,P3,40,100,35.069396449999999,52.16221650000001,21.1645674,0.693240425,0.037193725000000004,0.24877790000000005,0.29942215000000005,0.05096562500000001,0.025836475000000005,0.8578948500000001,0.11904605000000001,0.016436175,0.0066858,6.678625e-4,5e-4,0.004692975,8.321375e-4,0.004335725,0.0021606875,0.016621225,0.006321375000000001,0.0014964125,5e-4,0.0023429,0.002678625,59.10007449999999,-0.18527949999999996,2.4242515000000004,-0.6324812499999999,1.606490750000001
GVRD0267,Head, 4,HIG5 DTR,P3,NA,NA,34.341999999999999,52.66,20.38,0.683,0.037,0.256,0.317,0.051,0.031,0.896,0.113,0.033,0.002,5e-4,5e-4,5e-4,5e-4,5e-4,0.002,0.015,0.005,0.001,5e-4,0.003,0.003,40.9,-0.21,2.46,-0.6,1.65
GVRD0267,DTR Mags, 4,HIG5 DTR,P4,25.968,64.92,28.800999999999998,69.1,3.596,0.079,0.008,0.032,0.042,0.007,0.002,0.092,0.013,5e-4,0.005,5e-4,5e-4,0.002,0.004,0.003,0.003,0.022,0.007,0.002,5e-4,0.002,0.002,90.75,-0.45,-1.28,-1.07,-2.8
GVRD0267,DTR Tails, 4,HIG5 DTR,P4,14.032,35.08,25.984999999999999,21.21,52.82,1.86,0.093,0.652,0.773,0.133,0.075,2.3,0.309,0.046,0.012,0.001,0.006,0.013,5e-4,0.004,5e-4,0.004,0.003,5e-4,5e-4,0.007,0.006,1.23,0.21,9.23,0.5,9.94
GVRD0267,Calc Head, 4,HIG5 DTR,P4,40,100,27.855598399999998,52.300188,20.8637792,0.7037748,0.037818,0.249496,0.2984348,0.0512008,0.027608399999999998,0.8665663999999998,0.11683679999999999,0.0164614,0.0074556,6.754e-4,0.0024294,0.0058588,0.0027722000000000003,0.0033508000000000006,0.0021230000000000003,0.0156856,0.0055968,0.0014738000000000002,5e-4,0.003754,0.0034032000000000003,59.346384,-0.218472,2.406908,-0.5192440000000001,1.6691919999999996
GVRD0267,Head, 4,HIG5 DTR,P4,NA,NA,27.291,52.51,20.44,0.701,0.037,0.259,0.318,0.051,0.031,0.906,0.115,0.021,0.002,5e-4,5e-4,5e-4,5e-4,5e-4,0.002,0.015,0.005,0.001,5e-4,0.004,0.002,59.29,-0.24,2.44,-0.49,1.71
GVRD0267,DTR Mags, 4,HIG5 DTR,P5,25.390999999999998,63.477499999999999,25.341999999999999,69.88,2.718,0.068,0.005,0.027,0.037,0.006,0.004,0.073,0.009,5e-4,0.005,5e-4,0.002,0.002,0.004,0.004,0.003,0.023,0.008,0.002,0.001,0.002,0.002,91.13,-0.51,-1.49,-0.93,-2.93
GVRD0267,DTR Tails, 4,HIG5 DTR,P5,14.609000000000002,36.522500000000001,27.82,21.11,53,1.853,0.094,0.651,0.774,0.133,0.072,2.3,0.31,0.042,0.009,0.001,5e-4,0.012,5e-4,0.003,5e-4,0.005,0.004,5e-4,5e-4,0.007,0.005,1.11,0.22,9.17,0.51,9.9
GVRD0267,Calc Head, 4,HIG5 DTR,P5,40,100,26.173926550000001,52.06797675,21.08224345,0.7199266249999999,0.037505025,0.2549004,0.30617082500000004,0.052383575,0.028835299999999998,0.886356075,0.118932725,0.0156568375,0.0064609,6.826124999999999e-4,0.0014521625000000003,0.00565225,0.0027217125000000004,0.0036347750000000002,0.0020869375000000003,0.01642595,0.0065391,0.0014521625000000003,8.173875e-4,0.003826125,0.003095675,58.25244549999999,-0.24338574999999998,2.4032985,-0.40407600000000005,1.7558367500000003
GVRD0267,Head, 4,HIG5 DTR,P5,NA,NA,22.617999999999999,52.67,20.36,0.697,0.037,0.258,0.316,0.051,0.031,0.903,0.115,0.021,0.002,5e-4,5e-4,5e-4,5e-4,0.005,0.002,0.016,0.005,0.001,5e-4,0.004,0.002,59.1,-0.27,2.35,-0.38,1.7
GVRD0267,DTR Mags, 4,HIG5 DTR,P6,25.262,63.155000000000008,22.113,70.49,1.962,0.054,0.006,0.022,0.034,0.005,0.002,0.052,0.007,0.001,0.005,5e-4,5e-4,0.002,0.005,0.004,0.003,0.023,0.008,0.002,5e-4,0.002,0.002,91.13,-0.59,-1.62,-0.83,-3.04
GVRD0267,DTR Tails, 4,HIG5 DTR,P6,14.738,36.844999999999999,21.315999999999999,20.91,53.59,1.837,0.093,0.647,0.759,0.133,0.073,2.27,0.315,0.043,0.012,0.001,5e-4,0.013,5e-4,0.003,5e-4,0.004,0.003,5e-4,5e-4,0.008,0.005,1.11,0.21,9.08,0.5,9.79
GVRD0267,Calc Head, 4,HIG5 DTR,P6,40,100,21.845427175000001,52.22224900000001,20.984336600000002,0.71094635,0.038055149999999996,0.25228125,0.30112625,0.0521616,0.02815995,0.8692220999999999,0.12048260000000001,0.0164749,0.00757915,6.84225e-4,5e-4,0.006052949999999999,0.0033419750000000005,0.00363155,0.0020788750000000004,0.015999450000000002,0.00615775,0.0014473250000000002,5e-4,0.0042107,0.00310535,57.962131,-0.29524000000000006,2.322415,-0.3399615000000001,1.6872134999999995
GVRD0267,Head, 4,HIG5 DTR,P6,NA,NA,20.87,52.63,20.29,0.693,0.036,0.259,0.314,0.051,0.032,0.906,0.114,0.023,0.002,5e-4,5e-4,5e-4,5e-4,0.002,0.002,0.016,0.005,0.002,5e-4,0.005,0.002,59.1,-0.31,2.34,-0.33,1.7
GVRD0267,DTR Mags, 5,HIG5 DTR,P1,30.225000000000001,75.5625,90.191000000000003,62.92,10.6,0.251,0.02,0.092,0.119,0.023,0.008,0.311,0.033,0.007,0.003,5e-4,5e-4,0.001,0.001,0.003,0.003,0.026,0.006,0.002,5e-4,5e-4,0.001,80.51,-0.19,0.07,-1.45,-1.57
GVRD0267,DTR Tails, 5,HIG5 DTR,P1,9.7749999999999986,24.437499999999996,56.695,20.74,53.09,2.547,0.121,0.581,0.818,0.132,0.118,2.53,0.252,0.027,0.006,0.001,5e-4,0.011,5e-4,0.004,5e-4,0.006,0.006,5e-4,5e-4,0.003,0.005,2.83,0.19,8.75,0.61,9.55
GVRD0267,Calc Head, 5,HIG5 DTR,P1,40,100,82.005414999999999,52.6122625,20.983493749999997,0.8120850000000001,0.04468187499999999,0.21149937499999996,0.2898181249999999,0.049636875,0.034881249999999996,0.8532681249999999,0.08651812499999999,0.0118875,0.003733125,6.221875e-4,5e-4,0.0034437499999999998,8.778125e-4,0.003244375,0.0023890625,0.021112499999999996,0.006,0.0016334375000000001,5e-4,0.0011109375,0.0019774999999999997,61.52695000000001,-0.09713750000000002,2.191175,-0.9465875,1.1474499999999999
GVRD0267,Head, 5,HIG5 DTR,P1,NA,NA,76.453000000000003,53.11,20.28,0.845,0.044,0.219,0.302,0.05,0.04,0.897,0.083,0.004,0.002,5e-4,5e-4,5e-4,5e-4,0.004,0.003,0.021,0.007,0.001,5e-4,0.002,0.003,62.7,-0.12,2.23,-0.92,1.19
GVRD0267,DTR Mags, 5,HIG5 DTR,P2,28,70,54.884,65.75,7.458,0.175,0.017,0.062,0.08,0.016,0.005,0.201,0.022,0.003,0.003,5e-4,5e-4,0.002,0.001,0.003,0.004,0.028,0.006,0.001,5e-4,5e-4,0.001,85.63,-0.26,-0.5,-1.45,-2.21
GVRD0267,DTR Tails, 5,HIG5 DTR,P2,12,30,53.680999999999997,20.39,53.45,2.494,0.117,0.575,0.792,0.13,0.114,2.47,0.246,0.015,0.005,0.001,5e-4,0.008,5e-4,0.004,5e-4,0.005,0.005,5e-4,5e-4,0.003,0.005,2.7,0.19,8.61,0.58,9.38
GVRD0267,Calc Head, 5,HIG5 DTR,P2,40,100,54.523099999999992,52.141999999999996,21.2556,0.8707,0.047,0.2159,0.2936,0.0502,0.0377,0.8817000000000002,0.0892,0.006599999999999999,0.0036,6.5e-4,5e-4,0.0038,8.500000000000001e-4,0.0032999999999999995,0.0029500000000000004,0.021099999999999997,0.005699999999999999,8.500000000000001e-4,5e-4,0.00125,0.0022,60.751,-0.125,2.2329999999999997,-0.841,1.2670000000000003
GVRD0267,Head, 5,HIG5 DTR,P2,NA,NA,51.073999999999998,52.67,20.51,0.882,0.048,0.224,0.308,0.05,0.042,0.924,0.085,5e-4,0.003,5e-4,5e-4,5e-4,5e-4,5e-4,0.003,0.02,0.006,0.002,5e-4,0.002,0.003,60.8,-0.15,2.25,-0.81,1.29
GVRD0267,DTR Mags, 5,HIG5 DTR,P3,27.177,67.942499999999995,44.091999999999999,66.69,6.531,0.149,0.015,0.05,0.067,0.014,0.004,0.165,0.019,0.005,0.004,5e-4,5e-4,0.001,0.003,0.003,0.004,0.027,0.007,0.002,5e-4,0.001,0.002,87.72,-0.3,-0.84,-1.33,-2.47
GVRD0267,DTR Tails, 5,HIG5 DTR,P3,12.823,32.057499999999997,41.491999999999997,19.84,54.14,2.511,0.12,0.583,0.801,0.132,0.112,2.5,0.245,0.013,0.006,0.001,5e-4,0.011,5e-4,0.006,5e-4,0.006,0.005,5e-4,5e-4,0.005,0.006,1.6,0.2,8.71,0.58,9.49
GVRD0267,Calc Head, 5,HIG5 DTR,P3,40,100,43.258504999999992,51.671061249999994,21.793255175,0.9061981499999999,0.04866037499999999,0.22086647499999998,0.30230205,0.05182785,0.0386221,0.913542625,0.09144995,0.0075645999999999994,0.00464115,6.602875e-4,5e-4,0.004205749999999999,0.0021985625,0.003961725,0.0028779875,0.020267925,0.006358849999999999,0.0015191375000000002,5e-4,0.0022822999999999997,0.0032823,60.112080999999996,-0.1397125,2.22149125,-0.7177017499999999,1.3640769999999998
GVRD0267,Head, 5,HIG5 DTR,P3,NA,NA,39.009,52.34,20.96,0.903,0.049,0.225,0.316,0.05,0.043,0.94,0.086,0.01,0.003,5e-4,0.001,5e-4,0.001,0.004,0.003,0.021,0.006,0.001,5e-4,0.003,0.004,61.75,-0.17,2.2,-0.69,1.34
GVRD0267,DTR Mags, 5,HIG5 DTR,P4,26.393000000000001,65.982500000000002,34.045999999999999,68.41,4.536,0.115,0.012,0.036,0.05,0.009,0.003,0.118,0.013,5e-4,0.004,5e-4,5e-4,0.002,0.004,0.004,0.004,0.028,0.008,0.003,5e-4,0.001,0.002,89.99,-0.37,-1.13,-1.24,-2.74
GVRD0267,DTR Tails, 5,HIG5 DTR,P4,13.606999999999999,34.017499999999998,31.442,19.58,55.07,2.467,0.12,0.578,0.783,0.132,0.108,2.45,0.244,0.011,0.005,0.001,5e-4,0.009,5e-4,0.004,5e-4,0.007,0.006,5e-4,5e-4,0.005,0.004,1.23,0.19,8.61,0.58,9.38
GVRD0267,Calc Head, 5,HIG5 DTR,P4,40,100,33.2112227,51.79925475,21.72640345,0.9150915999999999,0.048738899999999995,0.22037484999999996,0.299348275,0.050841525,0.038718375,0.9112881,0.091580425,0.0040718375,0.004340175,6.700875e-4,5e-4,0.004381225,0.0028093875,0.004,0.0028093875,0.020856325,0.00731965,0.0021495625,5e-4,0.0023607,0.00268035,59.796066999999994,-0.17950200000000002,2.1833044999999998,-0.6208815000000001,1.382921
GVRD0267,Head, 5,HIG5 DTR,P4,NA,NA,31.411000000000001,52.39,20.94,0.901,0.049,0.226,0.314,0.05,0.043,0.95,0.087,0.003,0.003,5e-4,0.002,5e-4,5e-4,5e-4,0.003,0.02,0.006,0.001,5e-4,0.003,0.003,60.24,-0.21,2.15,-0.58,1.36
GVRD0267,DTR Mags, 5,HIG5 DTR,P5,25.928000000000001,64.819999999999993,27.748000000000001,69.5,3.233,0.09,0.011,0.028,0.04,0.007,0.003,0.083,0.008,5e-4,0.003,5e-4,5e-4,0.002,0.004,0.006,0.004,0.029,0.008,0.002,0.001,0.001,0.001,91.32,-0.43,-1.35,-1.13,-2.91
GVRD0267,DTR Tails, 5,HIG5 DTR,P5,14.071999999999999,35.18,30.452000000000002,19.48,55.29,2.47,0.121,0.582,0.79,0.133,0.107,2.48,0.249,0.016,0.006,0.002,5e-4,0.011,5e-4,0.004,5e-4,0.008,0.005,0.001,5e-4,0.007,0.006,1.23,0.21,8.57,0.55,9.33
GVRD0267,Calc Head, 5,HIG5 DTR,P5,40,100,28.614834799999997,51.902964000000004,21.5466526,0.9272840000000001,0.049698,0.2228972,0.30385,0.0513268,0.039587199999999996,0.9262646,0.09278379999999999,0.0059529000000000006,0.0040554,0.0010277,5e-4,0.005166199999999999,0.0027686999999999994,0.0052964,0.0027686999999999994,0.0216122,0.006944599999999999,0.0016481999999999996,8.240999999999998e-4,0.0031108000000000004,0.0027589999999999997,59.62633799999999,-0.20484799999999997,2.139856,-0.5389759999999998,1.3960320000000002
GVRD0267,Head, 5,HIG5 DTR,P5,NA,NA,25.856000000000002,52.42,20.82,0.901,0.049,0.226,0.314,0.05,0.043,0.945,0.086,0.021,0.003,5e-4,5e-4,5e-4,5e-4,0.002,0.003,0.02,0.006,0.001,5e-4,0.003,0.003,59.29,-0.24,2.09,-0.51,1.34
GVRD0267,DTR Mags, 5,HIG5 DTR,P6,25.811999999999998,64.53,25.652000000000001,70.15,2.381,0.076,0.009,0.022,0.036,0.006,0.004,0.066,0.006,0.013,0.003,5e-4,5e-4,0.002,0.005,0.003,0.004,0.028,0.008,0.002,5e-4,0.001,0.002,91.51,-0.48,-1.52,-1,-3
GVRD0267,DTR Tails, 5,HIG5 DTR,P6,14.188000000000002,35.470000000000006,23.501000000000001,22.1,52.73,2.314,0.114,0.547,0.735,0.125,0.098,2.32,0.229,0.035,0.006,0.001,0.001,0.009,5e-4,0.007,5e-4,0.008,0.005,5e-4,5e-4,0.006,0.006,6.11,0.18,8.04,0.44,8.66
GVRD0267,Calc Head, 5,HIG5 DTR,P6,40,100,24.962443174999997,53.106665000000014,20.239790300000003,0.8698186000000001,0.04624350000000001,0.20821750000000006,0.28393530000000006,0.048209300000000004,0.03734180000000001,0.8654938,0.08509810000000001,0.020803400000000007,0.0040641,6.773500000000002e-4,6.773500000000002e-4,0.004482900000000001,0.00340385,0.0044188000000000005,0.0027585500000000002,0.020906,0.0069359,0.00146795,5e-4,0.0027735000000000004,0.003418800000000001,61.21862,-0.24589799999999998,1.8709320000000003,-0.48923199999999994,1.1358020000000009
GVRD0267,Head, 5,HIG5 DTR,P6,NA,NA,22.887,52.53,20.73,0.905,0.05,0.225,0.312,0.05,0.042,0.945,0.086,0.011,0.003,5e-4,5e-4,5e-4,0.001,0.006,0.003,0.021,0.007,0.001,5e-4,0.004,0.004,61.18,-0.27,2.06,-0.46,1.33
GVRD0267,DTR Mags, 6,HIG5 DTR,P1,31.585000000000001,78.962500000000006,86.923000000000002,63.2,10.17,0.197,0.018,0.098,0.119,0.023,0.008,0.31,0.04,0.016,0.003,5e-4,5e-4,0.002,0.002,0.003,0.003,0.018,0.006,0.002,0.001,0.001,0.002,81.08,-0.2,0.13,-1.5,-1.57
GVRD0267,DTR Tails, 6,HIG5 DTR,P1,8.4149999999999991,21.037499999999998,73.424000000000007,19.68,54.45,1.899,0.088,0.695,0.885,0.14,0.085,2.46,0.378,0.024,0.004,0.001,5e-4,0.01,5e-4,0.013,5e-4,0.002,0.002,5e-4,5e-4,0.002,0.006,3.65,0.22,9.36,0.65,10.23
GVRD0267,Calc Head, 6,HIG5 DTR,P1,40,100,84.083147874999995,54.04448,19.485405,0.55505825,0.03272625,0.22359387499999997,0.28014724999999996,0.04761387500000001,0.024198875,0.7623062500000001,0.11110675,0.017683,0.003210375,6.051874999999999e-4,5e-4,0.0036829999999999996,0.0016844375,0.005103750000000001,0.0024740625,0.014634000000000001,0.0051585,0.0016844375,8.948125e-4,0.0012103749999999999,0.0028415000000000003,64.79066375000001,-0.11164250000000003,2.0717612499999998,-1.04769375,0.9124249999999996
GVRD0267,Head, 6,HIG5 DTR,P1,NA,NA,84.471000000000004,54.45,18.81,0.558,0.032,0.232,0.296,0.047,0.028,0.801,0.104,0.012,0.003,5e-4,5e-4,5e-4,5e-4,5e-4,0.002,0.015,0.006,0.001,5e-4,0.001,0.003,66.11,-0.11,2.15,-1.03,1.01
GVRD0267,DTR Mags, 6,HIG5 DTR,P2,29.56,73.900000000000006,59.164000000000001,66.67,6.533,0.123,0.012,0.059,0.077,0.015,0.005,0.185,0.024,0.006,0.003,5e-4,5e-4,0.002,0.005,0.004,0.003,0.02,0.007,0.001,5e-4,0.001,0.002,87.53,-0.26,-0.58,-1.49,-2.33
GVRD0267,DTR Tails, 6,HIG5 DTR,P2,10.440000000000001,26.1,58.134,19.15,55.91,1.797,0.087,0.675,0.843,0.137,0.073,2.38,0.36,0.017,0.003,0.002,5e-4,0.007,5e-4,0.011,5e-4,0.004,0.004,5e-4,5e-4,0.004,0.005,2.46,0.21,9.07,0.61,9.89
GVRD0267,Calc Head, 6,HIG5 DTR,P2,40,100,58.895170000000007,54.26728,19.420397,0.559914,0.031575,0.21977600000000003,0.276926,0.04684200000000001,0.022748,0.757895,0.111696,0.008871,0.0030000000000000005,8.915e-4,5e-4,0.003305,0.0038255000000000008,0.005827,0.0023475,0.015824,0.006217000000000001,8.695000000000002e-4,5e-4,0.001783,0.002783,65.32673000000001,-0.13733000000000004,1.9386500000000004,-0.9419,0.8594200000000001
GVRD0267,Head, 6,HIG5 DTR,P2,NA,NA,54.691000000000003,54.58,18.78,0.554,0.032,0.232,0.297,0.048,0.027,0.789,0.104,0.018,0.003,5e-4,5e-4,5e-4,0.001,0.002,0.002,0.015,0.006,0.002,5e-4,0.002,0.003,64.97,-0.15,2.03,-0.9,0.98
GVRD0267,DTR Mags, 6,HIG5 DTR,P3,28.779000000000003,71.947500000000005,46.505000000000003,67.72,5.273,0.101,0.012,0.046,0.059,0.012,0.002,0.138,0.019,0.003,0.004,5e-4,5e-4,0.001,0.003,0.003,0.003,0.019,0.007,0.001,5e-4,0.001,0.001,88.85,-0.32,-0.89,-1.38,-2.59
GVRD0267,DTR Tails, 6,HIG5 DTR,P3,11.220999999999997,28.052499999999991,43.546999999999997,18.74,56.29,1.803,0.086,0.678,0.839,0.139,0.076,2.37,0.351,0.016,0.004,0.001,5e-4,0.008,5e-4,0.007,5e-4,0.003,0.003,5e-4,5e-4,0.004,0.005,1.84,0.22,9.18,0.59,9.99
GVRD0267,Calc Head, 6,HIG5 DTR,P3,40,100,45.675207049999997,53.9798855,19.584543924999995,0.5784535499999999,0.03275884999999999,0.22329179999999993,0.2778094999999999,0.04762667499999999,0.022758849999999994,0.7641317999999998,0.11213429999999996,0.006646824999999999,0.004,6.402624999999999e-4,5e-4,0.0029636749999999994,0.0022986875,0.0041221,0.0022986875,0.0145116,0.0058779,8.597375e-4,5e-4,0.0018415749999999998,0.0021220999999999996,64.44151975000001,-0.16851650000000007,1.9348867499999989,-0.82736575,0.9390044999999989
GVRD0267,Head, 6,HIG5 DTR,P3,NA,NA,40.651000000000003,54.44,18.81,0.562,0.032,0.232,0.298,0.048,0.025,0.801,0.104,0.006,0.002,5e-4,5e-4,5e-4,5e-4,0.004,0.002,0.014,0.006,0.001,5e-4,0.002,0.002,64.59,-0.2,1.98,-0.8,0.98
GVRD0267,DTR Mags, 6,HIG5 DTR,P4,28.057000000000002,70.142500000000013,35.82,69.15,3.65,0.077,0.009,0.033,0.045,0.009,0.003,0.1,0.014,5e-4,0.003,5e-4,5e-4,0.001,0.002,0.004,0.003,0.02,0.007,0.001,5e-4,0.001,0.001,91.13,-0.37,-1.18,-1.28,-2.83
GVRD0267,DTR Tails, 6,HIG5 DTR,P4,11.942999999999998,29.857499999999991,34.042999999999999,18.64,56.47,1.775,0.087,0.677,0.828,0.138,0.074,2.38,0.344,0.018,0.004,0.001,5e-4,0.008,5e-4,0.009,5e-4,0.002,0.002,5e-4,5e-4,0.004,0.004,1.84,0.22,9.16,0.54,9.92
GVRD0267,Calc Head, 6,HIG5 DTR,P4,40,100,35.321507075,54.06897675000001,19.420731499999995,0.5839803499999998,0.032288849999999994,0.22528229999999994,0.27878422499999994,0.047516174999999994,0.024198824999999993,0.7807509999999998,0.11252974999999996,0.0057250624999999975,0.003298575,6.492875e-4,5e-4,0.0030900249999999997,0.0015521375,0.0054928749999999995,0.0022535625000000004,0.014625650000000004,0.005507125000000001,8.507125000000001e-4,5e-4,0.0018957249999999998,0.0018957249999999998,64.47023825000001,-0.19384075000000006,1.9072654999999992,-0.7365935000000003,0.976831249999999
GVRD0267,Head, 6,HIG5 DTR,P4,NA,NA,32.409999999999997,54.48,18.7,0.555,0.032,0.232,0.296,0.047,0.028,0.799,0.104,0.01,0.002,5e-4,5e-4,5e-4,5e-4,5e-4,0.002,0.014,0.005,0.001,5e-4,0.003,0.002,64.22,-0.24,1.93,-0.7,0.99
GVRD0267,DTR Mags, 6,HIG5 DTR,P5,27.567999999999998,68.919999999999987,29.088000000000001,69.97,2.641,0.062,0.009,0.025,0.037,0.007,5e-4,0.079,0.01,5e-4,0.003,5e-4,5e-4,0.001,0.004,0.004,0.003,0.02,0.008,0.003,5e-4,0.001,0.002,92.83,-0.44,-1.39,-1.18,-3.01
GVRD0267,DTR Tails, 6,HIG5 DTR,P5,12.432000000000002,31.080000000000009,29.164000000000001,18.28,56.97,1.793,0.09,0.672,0.821,0.137,0.074,2.37,0.342,0.019,0.006,0.001,0.001,0.009,5e-4,0.008,5e-4,0.004,0.003,5e-4,5e-4,0.005,0.005,1.23,0.24,9.14,0.54,9.92
GVRD0267,Calc Head, 6,HIG5 DTR,P5,40,100,29.109319899999999,53.904748,19.526453200000006,0.5999948000000002,0.034174800000000005,0.22608760000000008,0.28066720000000006,0.04740400000000001,0.02334380000000001,0.7910428000000003,0.11318560000000004,0.006249800000000002,0.0039324,6.554000000000001e-4,6.554000000000001e-4,0.0034864000000000006,0.0029121999999999998,0.005243200000000001,0.0022229999999999997,0.015027199999999998,0.0064459999999999995,0.0022229999999999997,5e-4,0.0022432000000000003,0.0029324000000000004,64.36071999999999,-0.22865599999999994,1.8827240000000012,-0.6454239999999998,1.0086440000000012
GVRD0267,Head, 6,HIG5 DTR,P5,NA,NA,26.969000000000001,54.54,18.76,0.563,0.033,0.233,0.298,0.047,0.027,0.805,0.103,0.002,0.002,5e-4,5e-4,5e-4,5e-4,0.003,0.002,0.015,0.006,0.001,5e-4,0.003,0.002,64.03,-0.27,1.87,-0.61,0.99
GVRD0267,DTR Mags, 6,HIG5 DTR,P6,27.594999999999999,68.987499999999997,26.091999999999999,70.34,2.132,0.054,0.007,0.022,0.035,0.006,0.001,0.063,0.008,5e-4,0.004,5e-4,5e-4,0.001,0.004,0.005,0.003,0.021,0.007,0.002,5e-4,0.002,0.001,93.21,-0.51,-1.5,-1.07,-3.08
GVRD0267,DTR Tails, 6,HIG5 DTR,P6,12.405000000000001,31.012500000000003,24.878,18.12,57.18,1.784,0.088,0.674,0.818,0.137,0.074,2.35,0.343,0.02,0.006,0.001,5e-4,0.012,5e-4,0.009,5e-4,0.002,0.002,5e-4,5e-4,0.006,0.006,0.98,0.24,9.16,0.54,9.94
GVRD0267,Calc Head, 6,HIG5 DTR,P6,40,100,25.751442649999998,54.145272500000004,19.203761,0.59051625,0.032120125,0.22420150000000003,0.277827875,0.046626375000000005,0.023639125,0.7722558750000001,0.11189187500000002,0.0065474375,0.00462025,6.550625e-4,5e-4,0.004411375,0.0029145624999999996,0.0062404999999999995,0.0022246875,0.015107625,0.005449374999999999,0.0015348125,5e-4,0.0032405,0.0025506250000000004,64.60717125,-0.27740624999999997,1.8059325000000006,-0.5706987499999999,0.9578275000000002
