BV_ID,hole_id,test,comp_no,process_phase,grind_P97,Fe3O4_pct_SATMAGAN,Fe_pct_XRF,SiO2_pct_XRF,Al2O3_pct_XRF,TiO2_pct_XRF,Mn_pct_XRF,CaO_pct_XRF,P_pct_XRF,S_pct_XRF,MgO_pct_XRF,K2O_pct_XRF,Na2O_pct_XRF,Zn_pct_XRF,As_pct_XRF,Cl_pct_XRF,C_pct_XRF,Pb_pct_XRF,Ba_pct_XRF,V_pct_XRF,Cr_pct_XRF,Ni_pct_XRF,Co_pct_XRF,Sn_pct_XRF,Zr_pct_XRF,Sr_pct_XRF,LOI371_pct,LOI650_pct,LOI1000_pct,LOI_total_pct,project,Cu_pct_XRF,FeO_titration
44711010033,NSRD0801,DTR,5,Cons,38,90.1,68.43,4.06,0.249,0.019,0.028,0.09,0.012,0.009,0.192,0.092,0.021,0.003,0.001,0.002,0.002,0.002,0.004,0.006,0.053,0.006,-0.001,-0.001,-0.001,-0.001,-0.44,-1.16,-1.17,-2.77,4471,NA,NA
44711010034,NSRD0801,DTR,6,Cons,38,92.6,69.23,2.74,0.274,0.032,0.039,0.089,0.01,0.008,0.212,0.055,0.021,0.005,-0.001,0.001,0.004,0.007,0.005,0.011,0.125,0.012,0.001,0.001,0.002,0.001,-0.4,-1.17,-1.19,-2.76,4471,NA,NA
44711010035,NSRD0801,DTR,7,Cons,38,91.9,69.07,3.111,0.276,0.029,0.029,0.076,0.01,0.014,0.219,0.049,0.02,0.004,-0.001,0.002,0.002,0.002,0.004,0.008,0.09,0.012,0.001,0.002,-0.001,-0.001,-0.38,-1.39,-1.04,-2.81,4471,NA,NA
44711010036,NSRD0801,DTR,8,Cons,38,92.8,68.12,4.097,0.336,0.031,0.034,0.126,0.016,0.009,0.281,0.117,0.017,0.004,-0.001,0.004,0.004,0.004,0.004,0.006,0.051,0.006,-0.001,0.001,0.001,-0.001,-0.42,-1.14,-1.06,-2.62,4471,NA,NA
44711010037,NSRD0801,DTR,3,Tails,53,1,14.03,59.95,3.205,0.126,0.371,2.507,0.149,0.222,2.79,1.129,0.108,0.008,0.002,0.003,0.012,0.002,0.018,0.003,0.007,0.009,0.001,-0.001,0.005,0.013,0.42,6.82,1.79,9.03,4471,NA,NA
44711010038,NSRD0801,DTR,4,Tails,53,0.9,13.79,59.91,2.612,0.108,0.502,2.823,0.15,0.231,2.71,0.935,0.087,0.007,0.002,0.002,0.01,0.001,0.013,-0.001,0.004,0.006,-0.001,-0.001,0.003,0.011,0.44,7.19,2.18,9.81,4471,NA,NA
44711010039,NSRD0801,DTR,5,Tails,53,0.9,16.06,57.33,3.26,0.126,0.398,1.928,0.139,0.385,3,1.007,0.101,0.007,0.002,0.004,0.009,-0.001,0.012,0.002,0.012,0.011,-0.001,-0.001,0.003,0.008,0.46,7.28,1.34,9.08,4471,NA,NA
44711010040,NSRD0801,DTR,6,Tails,53,0.7,18.94,50.7,4.235,0.169,0.414,1.989,0.141,0.531,3.41,1.188,0.146,0.008,0.001,0.003,0.009,0.002,0.016,0.003,0.018,0.013,0.002,-0.001,0.006,0.011,0.62,7.7,1.47,9.79,4471,NA,NA
44711010041,NSRD0801,DTR,7,Tails,53,0.7,17.28,54.44,4.931,0.196,0.321,1.703,0.131,0.773,3.26,1.368,0.141,0.006,0.002,0.002,0.006,0.002,0.01,0.004,0.033,0.02,0.002,-0.001,0.006,0.01,0.6,5.88,1.46,7.94,4471,NA,NA
44711010042,NSRD0801,DTR,8,Tails,53,0.9,16.19,55.23,3.15,0.124,0.42,2.441,0.144,0.175,3.49,1.024,0.129,0.006,0.002,0.003,0.015,-0.001,0.014,0.001,0.007,0.009,-0.001,-0.001,0.003,0.009,0.66,7.54,1.88,10.08,4471,NA,NA
44711010043,NSRD0801,DTR,3,Tails,45,0.9,13.87,60.26,3.182,0.127,0.37,2.522,0.147,0.219,2.77,1.132,0.094,0.009,0.002,0.003,0.01,-0.001,0.016,-0.001,0.005,0.006,-0.001,-0.001,0.003,0.009,0.45,6.73,1.83,9.01,4471,NA,NA
44711010044,NSRD0801,DTR,4,Tails,45,0.9,13.8,59.91,2.599,0.106,0.503,2.81,0.136,0.218,2.73,0.932,0.085,0.009,0.002,0.004,0.009,0.002,0.015,-0.001,0.004,0.006,0.001,-0.001,0.004,0.012,0.54,7.16,2.18,9.88,4471,NA,NA
44711010045,NSRD0801,DTR,5,Tails,45,1,16.07,57.69,3.117,0.125,0.394,1.842,0.134,0.33,2.94,0.972,0.105,0.005,0.002,0.003,0.009,0.001,0.012,0.001,0.01,0.007,0.001,-0.001,0.004,0.01,0.5,7.32,1.26,9.08,4471,NA,NA
44711010046,NSRD0801,DTR,6,Tails,45,0.7,19.23,50.11,4.196,0.169,0.424,1.998,0.148,0.566,3.44,1.172,0.148,0.006,0.001,0.004,0.007,0.003,0.018,0.003,0.018,0.014,0.002,-0.001,0.006,0.011,0.64,7.8,1.49,9.93,4471,NA,NA
44711010047,NSRD0801,DTR,7,Tails,45,0.7,17.59,53.78,5.08,0.205,0.322,1.657,0.129,0.825,3.32,1.402,0.139,0.006,0.002,0.004,0.007,0.002,0.014,0.004,0.031,0.015,0.002,-0.001,0.006,0.011,0.64,5.89,1.48,8.01,4471,NA,NA
44711010048,NSRD0801,DTR,8,Tails,45,0.7,15.95,55.55,3.248,0.125,0.41,2.465,0.146,0.193,3.5,1.074,0.128,0.005,0.002,0.004,0.01,-0.001,0.013,-0.001,0.006,0.007,0.001,-0.001,0.004,0.011,0.69,7.43,1.87,9.99,4471,NA,NA
44711010049,NSRD0801,DTR,3,Tails,38,0.9,14.01,60.09,3.111,0.13,0.374,2.526,0.144,0.21,2.75,1.101,0.093,0.006,0.002,0.003,0.01,0.003,0.018,-0.001,0.006,0.007,0.001,-0.001,0.005,0.013,0.49,6.72,1.85,9.06,4471,NA,NA
44711010050,NSRD0801,DTR,4,Tails,38,0.9,13.73,60.17,2.658,0.108,0.489,2.788,0.153,0.229,2.69,0.953,0.08,0.005,0.002,0.003,0.011,0.003,0.016,-0.001,0.005,0.007,0.001,-0.001,0.005,0.013,0.53,7.01,2.09,9.63,4471,NA,NA
44711010051,NSRD0801,DTR,5,Tails,38,0.9,16,57.61,3.252,0.131,0.393,1.825,0.141,0.401,3,1.009,0.114,0.006,0.002,0.002,0.01,0.002,0.015,0.001,0.011,0.009,0.001,-0.001,0.004,0.011,0.51,7.16,1.31,8.98,4471,NA,NA
44711010052,NSRD0801,DTR,6,Tails,38,0.6,19.03,50.33,4.224,0.165,0.42,1.988,0.133,0.538,3.46,1.18,0.148,0.005,0.002,0.004,0.006,-0.001,0.017,0.002,0.019,0.016,0.001,-0.001,0.004,0.008,0.66,7.87,1.5,10.03,4471,NA,NA
44711010053,NSRD0801,DTR,7,Tails,38,0.6,17.46,54.03,4.982,0.202,0.325,1.623,0.13,0.812,3.32,1.361,0.14,0.006,0.002,0.003,0.006,0.001,0.013,0.004,0.029,0.014,0.001,-0.001,0.005,0.008,0.67,5.93,1.51,8.11,4471,NA,NA
44711010054,NSRD0801,DTR,8,Tails,38,0.7,16.04,55.57,3.164,0.125,0.414,2.432,0.147,0.182,3.49,1.041,0.135,0.004,0.002,0.003,0.012,0.001,0.014,-0.001,0.006,0.008,0.001,-0.001,0.004,0.011,0.64,7.47,1.86,9.97,4471,NA,NA
47420001,NSRD0796,Ai,8,NA,NA,25.01,35.72,34.28,1.24,0.056,0.591,0.683,0.091,0.025,1.77,0.514,0.189,0.002,0.002,0,NA,0,0.008,0.002,0.008,0.005,0.001,0,0.002,0.008,0.08,9.05,-0.11,9.02,4742,0.001,22.5
47420002,NSRD0796,Ai,9,NA,NA,17.61,35.13,30.26,1.305,0.056,0.604,0.714,0.089,0.032,2.17,0.557,0.117,0.002,0.001,0.001,NA,0,0.011,0.002,0.007,0.005,0.001,0,0.003,0.009,0.16,13.44,-0.01,13.59,4742,0,24.1
47420003,NSRD0796,Ai,10,NA,NA,14.99,32.65,32.83,1.002,0.042,0.574,0.758,0.104,0.006,2.34,0.476,0.142,0.002,0.001,0,NA,0,0.006,0.001,0.006,0.004,0,0,0.002,0.007,0.22,14.68,-0.01,14.89,4742,0,27.8
47420004,NSRD0796,Ai,11,NA,NA,14.99,33.7,30.18,1.112,0.046,0.567,0.786,0.09,0.011,2.37,0.43,0.015,0.002,0,0.003,NA,0,0.017,0,0.007,0.004,0.001,0,0.002,0.008,0.27,15.85,-0.04,16.08,4742,0,31.9
47420005,NSRD0796,Ai,12,NA,NA,20.14,31.36,37.35,1.398,0.061,0.53,0.923,0.082,0.033,2.48,0.359,0.038,0.002,0,0.002,NA,0,0.016,0.002,0.009,0.006,0.001,0,0.002,0.008,0.23,10.87,0.19,11.29,4742,0,25.8
47420006,NSRD0796,Ai,13,NA,NA,27.17,33.96,35.75,1.339,0.06,0.515,1.06,0.1,0.041,2.74,0.117,0.042,0.003,0,0.002,NA,0,0.008,0.002,0.008,0.005,0.001,0,0.002,0.009,0.2,8.65,0.17,9.02,4742,0.001,24.4
47420007,NSRD0796,Ai,14,NA,NA,11.9,31.15,34.74,1.403,0.064,0.521,0.697,0.13,0.051,2.38,0.203,0.064,0.002,0,0.004,NA,0,0.009,0.002,0.01,0.006,0.001,0,0.002,0.008,0.37,14.52,-0.15,14.74,4742,0,30.3
47420008,NSRD0796,Ai,15,NA,NA,11.99,31.05,34.08,2.084,0.095,0.484,0.938,0.122,0.121,3.22,0.363,0.131,0.003,0.001,0.003,NA,0,0.012,0.002,0.013,0.008,0.001,0,0.003,0.009,0.53,12.79,0.2,13.52,4742,0.001,29.6
47420009,NSRD0796,Ai,16,NA,NA,10.3,30.83,33.68,1.901,0.078,0.536,0.942,0.144,0.122,2.77,0.211,0.077,0.002,0.001,0.003,NA,0,0.008,0.002,0.011,0.007,0.001,0,0.003,0.009,0.45,14.52,0.09,15.06,4742,0,30.3
47420010,NSRD0797,Ai,5,NA,NA,39.54,35.66,38.74,0.905,0.041,0.551,1.361,0.092,0.021,2.38,0.411,0.07,0.002,0,0.004,NA,0,0.01,0.001,0.006,0.005,0,0,0.003,0.009,0.09,3.25,0.68,4.02,4742,0,19.5
47420011,NSRD0797,Ai,6,NA,NA,38.79,35.96,37.83,1.035,0.044,0.677,1.247,0.091,0.022,2.42,0.616,0.058,0.002,0,0.004,NA,0.002,0.013,0.001,0.007,0.006,0,0,0.003,0.009,0.08,3.7,0.5,4.28,4742,0.001,19.8
47420012,NSRD0797,Ai,7,NA,NA,39.54,36.7,37.34,1.138,0.051,0.575,0.861,0.085,0.028,2.52,0.518,0.074,0.002,0,0.002,NA,0,0.013,0.001,0.007,0.005,0,0,0.002,0.008,0.14,3.62,0.04,3.8,4742,0,20.5
47420013,NSRD0797,Ai,10,NA,NA,37.38,34.58,39.43,1.042,0.043,0.619,1.587,0.092,0.047,2.49,0.678,0.091,0.002,0,0.002,NA,0.002,0.013,0.001,0.008,0.005,0.001,0,0.003,0.01,0.04,2.94,0.98,3.96,4742,0.001,17.8
47420014,NSRD0797,Ai,11,NA,NA,36.91,33.9,39.5,1.266,0.066,0.532,1.958,0.092,0.043,2.55,0.554,0.06,0.002,0,0.001,NA,0.001,0.012,0.001,0.01,0.006,0,0,0.003,0.01,0.06,2.87,1.46,4.39,4742,0.001,18.4
47420015,NSRD0797,Ai,12,NA,NA,38.23,34.6,38.86,1.083,0.049,0.513,2.064,0.126,0.046,2.37,0.487,0.056,0.002,0,0,NA,0,0.011,0.001,0.008,0.005,0,0,0.002,0.01,0.07,2.85,1.42,4.34,4742,0,19.1
47420016,NSRD0797,Ai,15,NA,NA,31.48,34.86,36.93,1.454,0.061,0.598,1.231,0.095,0.08,2.59,0.364,0.098,0.003,0,0.001,NA,0,0.012,0.001,0.008,0.006,0.001,0,0.003,0.009,0.32,5.57,0.45,6.34,4742,0,23.6
47420017,NSRD0798,Ai,11,NA,NA,15.27,29.52,39.93,3.22,0.156,0.311,1.702,0.044,0.166,2.69,0.928,0.218,0.005,0,0.002,NA,0.001,0.013,0.004,0.026,0.012,0.001,0,0.005,0.009,0.79,5.96,1.39,8.14,4742,0.002,25.8
47420018,NSRD0798,Ai,12,NA,NA,15.46,28.16,42.61,2.379,0.115,0.313,2.092,0.101,0.185,2.33,0.63,0.169,0.004,0,0.002,NA,0.002,0.009,0.003,0.019,0.009,0.001,0,0.005,0.01,0.64,6.38,1.44,8.46,4742,0.002,23.9
47420019,NSRD0798,Ai,13,NA,NA,30.26,33.44,39.28,2.074,0.11,0.306,1.885,0.098,0.111,2.23,0.875,0.152,0.004,0,0.001,NA,0.001,0.012,0.003,0.014,0.007,0.001,0,0.003,0.01,0.47,2.68,1.3,4.45,4742,0.002,21.6
47420020,NSRD0798,Ai,14,NA,NA,29.98,32.38,41.7,1.677,0.08,0.311,1.857,0.103,0.089,2.12,0.792,0.136,0.003,0,0.003,NA,0.002,0.01,0.003,0.014,0.011,0.001,0.001,0.004,0.01,0.38,2.82,1.24,4.44,4742,0.002,20.6
47420021,NSRD0798,Ai,15,NA,NA,28.48,32.67,39.34,2.168,0.105,0.287,1.918,0.076,0.135,2.33,1.091,0.175,0.003,0,0,NA,0,0.012,0.003,0.017,0.008,0.001,0,0.003,0.01,0.52,3.06,1.45,5.03,4742,0.002,22.1
47420022,NSRD0798,Ai,16,NA,NA,23.98,31.29,41.79,2.222,0.106,0.241,1.701,0.083,0.154,2.35,0.906,0.208,0.004,0,0,NA,0.003,0.011,0.003,0.02,0.009,0.001,0,0.004,0.011,0.7,3.18,1.27,5.15,4742,0.003,23.3
47420023,NSRD0799,Ai,4,NA,NA,25.48,30.72,42.17,3.119,0.144,0.395,1.201,0.108,0.11,2.24,1.516,0.206,0.004,0,0,NA,0.001,0.036,0.004,0.034,0.012,0.001,0,0.006,0.011,0.16,3.88,0.5,4.54,4742,0.002,16
47420024,NSRD0799,Ai,7,NA,NA,30.17,31.6,40.04,2.814,0.124,0.469,1.35,0.092,0.087,2.69,1.229,0.258,0.004,0,0.001,NA,0.002,0.03,0.004,0.029,0.011,0.001,0,0.005,0.012,0.1,4.48,0.66,5.24,4742,0.001,18.8
47420025,NSRD0799,Ai,8,NA,NA,33.26,33.02,40.08,2.43,0.104,0.457,1.256,0.09,0.054,2.26,1.263,0.194,0.003,0,0.002,NA,0.001,0.028,0.003,0.024,0.01,0.001,0,0.004,0.01,0.06,3.79,0.45,4.3,4742,0.002,18.5
47420026,NSRD0799,Ai,9,NA,NA,32.13,32.21,40.15,2.67,0.126,0.459,1.375,0.095,0.087,2.41,1.519,0.212,0.004,0,0,NA,0.001,0.03,0.003,0.027,0.01,0.001,0.002,0.004,0.011,0.07,3.85,0.59,4.51,4742,0.003,18.3
47420027,NSRD0799,Ai,11,NA,NA,26.61,30.84,41.58,3.223,0.15,0.426,0.944,0.057,0.216,2.55,1.166,0.189,0.004,0,0,NA,0.002,0.03,0.004,0.028,0.011,0.002,0,0.005,0.01,0.08,4.45,0.36,4.89,4742,0.002,18.6
47420028,NSRD0799,Ai,15,NA,NA,23.23,28.67,41.62,3.638,0.183,0.422,1.589,0.116,0.118,2.85,1.142,0.113,0.004,0,0.003,NA,0.001,0.049,0.005,0.038,0.012,0.001,0,0.005,0.011,0.24,5.12,0.94,6.3,4742,0.002,20.5
47420029,NSRD0799,Ai,18,NA,NA,15.55,24.66,44.23,5.336,0.243,0.388,1.251,0.132,0.315,3.17,2.519,0.138,0.006,0,0.002,NA,0.004,0.057,0.007,0.046,0.017,0.002,0.003,0.008,0.012,0.32,5.82,0.66,6.8,4742,0.004,20.1
47420030,NSRD0799,Ai,19,NA,NA,29.23,30.03,42.66,3.075,0.129,0.438,1.182,0.064,0.081,2.58,1.515,0.178,0.004,0,0.001,NA,0.001,0.034,0.004,0.024,0.009,0.001,0.001,0.005,0.01,0.12,3.87,0.58,4.57,4742,0.002,17.9
47420031,NSRD0799,Ai,20,NA,NA,31.29,31.43,41.04,2.428,0.112,0.475,1.839,0.075,0.051,2.33,1.16,0.064,0.003,0,0,NA,0.002,0.031,0.003,0.019,0.008,0.001,0,0.005,0.012,0.08,3.94,1.29,5.31,4742,0.002,19
47420032,NSRD0800,Ai,7,NA,NA,11.24,22.13,46.16,6.517,0.308,0.366,0.931,0.09,0.382,3.26,2.758,0.109,0.007,0,0,NA,0.002,0.074,0.008,0.061,0.021,0.002,0,0.007,0.008,0.32,5.92,0.7,6.94,4742,0.004,19.6
47420033,NSRD0800,Ai,9,NA,NA,27.73,30.34,41.08,3.313,0.147,0.46,1.402,0.067,0.101,2.56,1.589,0.099,0.004,0,0,NA,0.003,0.041,0.004,0.025,0.01,0.001,0.001,0.007,0.011,0.17,4.44,0.74,5.35,4742,0.003,19.2
47420034,NSRD0800,Ai,10,NA,NA,28.01,30.84,40.39,2.865,0.138,0.484,1.727,0.114,0.091,2.57,1.48,0.289,0.004,0,0,NA,0.001,0.03,0.003,0.024,0.01,0.001,0.001,0.005,0.011,0.14,4.19,1.07,5.4,4742,0.002,17.8
47420035,NSRD0800,Ai,12,NA,NA,23.33,33.18,40.9,1.462,0.064,0.506,1.297,0.084,0.033,2.25,0.82,0.144,0.002,0,0.002,NA,0.002,0.016,0.002,0.013,0.007,0.001,0,0.004,0.012,0.05,3.9,0.67,4.62,4742,0.002,17.6
47420036,NSRD0800,Ai,13,NA,NA,33.35,33.19,38.64,2.569,0.122,0.514,1.123,0.082,0.11,2.5,1.505,0.2,0.003,0,0.001,NA,0.001,0.032,0.003,0.026,0.01,0.001,0,0.004,0.01,0.09,4.19,0.36,4.64,4742,0.001,18.7
47420037,NSRD0800,Ai,14,NA,NA,30.26,31.7,40.52,2.428,0.113,0.443,1.504,0.076,0.084,2.37,1.397,0.177,0.003,0,0.001,NA,0.001,0.027,0.004,0.023,0.01,0.001,0,0.004,0.01,0.08,3.9,0.9,4.88,4742,0.002,17.6
47420038,NSRD0800,Ai,16,NA,NA,30.82,32.98,39.54,1.924,0.083,0.407,1.405,0.102,0.051,2.26,0.709,0.075,0.003,0,0.003,NA,0.002,0.017,0.003,0.018,0.008,0,0,0.004,0.01,0.1,5.23,0.62,5.95,4742,0.002,21.1
47420039,NSRD0800,Ai,17,NA,NA,20.42,26.29,44.87,3.968,0.171,0.261,1.84,0.124,0.294,2.8,1.701,0.108,0.004,0,0.002,NA,0.003,0.027,0.004,0.036,0.015,0.001,0,0.006,0.011,0.28,4.3,1.16,5.74,4742,0.002,18.9
47420040,NSRD0800,Ai,18,NA,NA,26.7,30.06,42.18,2.455,0.099,0.266,2.014,0.183,0.095,2.41,0.908,0.115,0.003,0,0.002,NA,0.003,0.021,0.003,0.023,0.011,0.001,0,0.005,0.011,0.2,4.68,0.98,5.86,4742,0.002,20
47420041,NSRD0801,Ai,9,NA,NA,23.51,29.32,42.71,2.232,0.095,0.28,1.878,0.119,0.255,2.75,0.767,0.138,0.002,0,0,NA,0.001,0.013,0.002,0.019,0.008,0.001,0.001,0.004,0.009,0.37,4.74,1.17,6.28,4742,0.001,20.7
47420247,GVRD0267,Ai,10,NA,NA,22.02,31.88,35.89,1.643,0.07,0.664,0.493,0.084,0.288,2.59,0.192,0.046,0.002,0.001,0,NA,0,0.003,0.001,0.016,0.006,0,0,0.006,0.004,0.16,11.01,0.5,11.67,4742,0,28.2
47420248,GVRD0267,Ai,11,NA,NA,31.72,33.93,37.06,1.234,0.047,0.616,0.808,0.11,0.079,2.28,0.156,0.024,0.001,0.001,0.002,NA,0,0,0,0.01,0.005,0,0,0.004,0.004,0.09,8.56,-0.08,8.57,4742,0,24
47420249,GVRD0267,Ai,12,NA,NA,39.59,35.44,38.06,0.968,0.036,0.549,1.256,0.099,0.048,2.06,0.185,0.027,0.001,0.001,0.001,NA,0,0.003,0.001,0.008,0.004,0,0,0.004,0.006,-0.04,5.36,0.4,5.72,4742,0,20.8
47420250,GVRD0267,Ai,13,NA,NA,39.91,35.82,38.01,0.936,0.041,0.612,1.256,0.112,0.07,1.99,0.141,0.025,0.002,0,0.008,NA,0.002,0.004,0.001,0.008,0.005,0,0,0.003,0.009,0.04,5.08,0.26,5.38,4742,0.001,20.2
47420251,GVRD0267,Ai,14,NA,NA,23.31,30.23,41.39,1.988,0.091,0.478,0.657,0.073,0.156,2.52,0.022,0.029,0.002,0.001,0.003,NA,0.001,0.002,0.002,0.015,0.007,0,0,0.006,0.006,0.15,8.58,0.1,8.83,4742,0,23.1
47420252,GVRD0268,Ai,10,NA,NA,33.88,33.54,38.68,1.348,0.052,0.631,1.684,0.123,0.066,2.28,0.088,0.017,0.002,0,0,NA,0.003,0.003,0.001,0.01,0.006,0,0,0.004,0.007,0.07,5.74,0.86,6.67,4742,0.001,20.4
47420253,GVRD0268,Ai,11,NA,NA,34.2,34,38.44,1.521,0.068,0.61,1.302,0.129,0.208,2.22,0.2,0.028,0.002,0.001,0.001,NA,0.002,0.003,0.002,0.011,0.007,0,0.002,0.005,0.006,0.06,5.41,0.44,5.91,4742,0.001,19.4
47420254,GVRD0268,Ai,12,NA,NA,35.38,34.5,39.07,1.278,0.051,0.7,0.933,0.131,0.1,1.99,0.339,0.022,0.002,0,0.001,NA,0.002,0.008,0.001,0.01,0.005,0,0,0.004,0.008,0.04,5.42,0.02,5.48,4742,0.002,19.5
47420255,GVRD0268,Ai,13,NA,NA,38.19,35.61,37.49,1.836,0.08,0.593,0.777,0.176,0.086,1.97,0.444,0.032,0.003,0.001,0.001,NA,0.001,0.012,0.002,0.014,0.008,0,0.001,0.004,0.008,0.05,5.34,-0.2,5.19,4742,0.001,20.4
47420256,GVRD0268,Ai,14,NA,NA,33.77,34.63,37.31,1.451,0.064,0.589,0.773,0.152,0.08,2.24,0.167,0.027,0.002,0,0.003,NA,0,0.002,0.001,0.012,0.006,0,0,0.006,0.006,0.04,7.46,-0.27,7.23,4742,0.001,24.1
47420257,GVRD0268,Ai,15,NA,NA,37.43,35.81,37.65,1.495,0.064,0.596,0.422,0.1,0.054,1.92,0.175,0.014,0.002,0,0,NA,0,0.004,0.002,0.012,0.006,0,0,0.004,0.007,0.08,6.16,-0.34,5.9,4742,0.001,22.9
47420258,GVRD0269,Ai,8,NA,NA,32.37,32.86,40.69,1.925,0.091,0.548,0.597,0.122,0.1,2.19,0.235,0.025,0.002,0.001,0.002,NA,0,0.001,0.002,0.016,0.007,0,0,0.004,0.006,0.06,6.05,-0.25,5.86,4742,0,21.7
47420083,NSRD0796,BBWi,8,NA,NA,27.08,35.35,34.62,1.303,0.055,0.574,0.724,0.091,0.046,1.73,0.509,0.234,0.002,0.003,0.001,NA,0,0.006,0,0.01,0.002,0,0,0.002,0.011,0.06,9.05,-0.05,9.06,4742,0.001,22.7
47420084,NSRD0796,BBWi,9,NA,NA,18.96,35.73,28.7,1.214,0.05,0.612,0.799,0.087,0.022,2.18,0.516,0.138,0.002,0.002,0.003,NA,0,0.005,0,0.007,0.004,0,0,0.002,0.007,0.13,13.89,0.14,14.16,4742,0,28.2
47420085,NSRD0796,BBWi,10,NA,NA,16.22,33.14,32.67,0.943,0.038,0.582,0.71,0.095,0.007,2.26,0.44,0.151,0.002,0.002,0.004,NA,0,0.002,0,0.006,0.001,0,0,0.002,0.009,0.12,14.19,0.01,14.32,4742,0.002,27.5
47420086,NSRD0796,BBWi,11,NA,NA,14.53,33.29,30.58,1.094,0.046,0.564,0.83,0.1,0.015,2.28,0.36,0.025,0.002,0.001,0.003,NA,0,0.009,0,0.007,0.003,0,0,0.002,0.008,0.19,15.89,0.04,16.12,4742,0,32.1
47420087,NSRD0796,BBWi,12,NA,NA,23.39,32.76,35.95,1.499,0.062,0.534,0.848,0.096,0.04,2.4,0.373,0.035,0.003,0,0.004,NA,0.001,0.014,0.001,0.012,0.004,0,0,0.003,0.009,0.18,10.72,0.02,10.92,4742,0.003,25.6
47420088,NSRD0796,BBWi,13,NA,NA,28.87,34.18,34.88,1.332,0.057,0.541,1.132,0.098,0.042,2.8,0.111,0.035,0.002,0.001,0.001,NA,0,0,0,0.008,0.003,0.001,0,0.002,0.009,0.16,9.1,0.32,9.58,4742,0.001,25
47420089,NSRD0796,BBWi,14,NA,NA,12.1,31.38,33.57,1.485,0.064,0.525,1.198,0.139,0.048,2.41,0.194,0.055,0.003,0,0.002,NA,0,0.009,0.001,0.011,0.004,0.001,0,0.002,0.01,0.33,14.39,0.2,14.92,4742,0.002,30.3
47420090,NSRD0796,BBWi,15,NA,NA,10.21,30.32,34.93,2.044,0.088,0.482,0.953,0.107,0.11,3.12,0.356,0.114,0.004,0.001,0.003,NA,0,0.01,0.002,0.013,0.005,0,0,0.003,0.01,0.47,13.19,0.33,13.99,4742,0.001,29.4
47420091,NSRD0796,BBWi,16,NA,NA,11.16,31.01,34.04,1.842,0.078,0.503,0.807,0.11,0.099,2.65,0.174,0.074,0.003,0.002,0.002,NA,0,0,0,0.012,0.005,0,0,0.003,0.007,0.34,14.37,0.02,14.73,4742,0.002,30.9
47420092,NSRD0797,BBWi,5,NA,NA,41.94,35.55,38.06,1.001,0.044,0.599,1.304,0.087,0.02,2.48,0.433,0.05,0.002,0.001,0.003,NA,0.002,0.006,0.001,0.009,0.004,0,0,0.003,0.01,0.12,3.96,0.56,4.64,4742,0.003,19.3
47420093,NSRD0797,BBWi,6,NA,NA,44.26,36.3,37.46,1.008,0.045,0.651,1.295,0.09,0.024,2.34,0.592,0.136,0.002,0.001,0,NA,0.002,0.013,0,0.008,0.003,0,0,0.003,0.011,0.11,3.37,0.51,3.99,4742,0.002,18.9
47420094,NSRD0797,BBWi,7,NA,NA,43.63,36.3,37.21,1.062,0.048,0.623,1.183,0.094,0.028,2.59,0.467,0.071,0.003,0.001,0.002,NA,0.002,0.011,0,0.007,0.004,0,0,0.003,0.011,0.09,3.81,0.33,4.23,4742,0.001,19.6
47420095,NSRD0797,BBWi,10,NA,NA,45,36.34,37.18,1.016,0.045,0.642,1.479,0.089,0.021,2.49,0.657,0.075,0.002,0.001,0.001,NA,0.001,0.012,0,0.01,0.004,0,0,0.002,0.01,0.05,3.1,0.75,3.9,4742,0.003,18.4
47420096,NSRD0797,BBWi,11,NA,NA,40.47,33.6,40.57,1.211,0.053,0.513,1.859,0.081,0.084,2.41,0.512,0.05,0.002,0.001,0,NA,0.003,0.011,0.001,0.01,0.005,0.001,0,0.003,0.012,0.08,2.7,1.31,4.09,4742,0.002,17.5
47420097,NSRD0797,BBWi,12,NA,NA,42.89,35.39,37.96,1.212,0.052,0.527,1.892,0.115,0.038,2.36,0.541,0.041,0.002,0.002,0.002,NA,0.001,0.014,0.001,0.011,0.005,0,0,0.003,0.011,0.08,2.98,1.21,4.27,4742,0.003,18.7
47420098,NSRD0797,BBWi,15,NA,NA,33.3,34.04,37.48,1.216,0.052,0.635,1.404,0.106,0.077,2.47,0.322,0.087,0.002,0.002,0.002,NA,0.001,0.008,0.001,0.008,0.004,0,0,0.003,0.012,0.26,6.02,0.62,6.9,4742,0,22.4
47420099,NSRD0798,BBWi,11,NA,NA,14.32,28.92,40.27,3.232,0.147,0.329,1.921,0.069,0.186,2.67,0.925,0.158,0.006,0.001,0.003,NA,0,0.009,0.004,0.029,0.011,0.001,0,0.004,0.01,0.7,6.09,1.64,8.43,4742,0.003,23.8
47420100,NSRD0798,BBWi,12,NA,NA,16.11,28.83,41.59,2.739,0.126,0.307,1.876,0.1,0.191,2.47,0.679,0.134,0.005,0,0.003,NA,0.002,0.007,0.003,0.024,0.01,0.001,0,0.005,0.013,0.64,6.22,1.37,8.23,4742,0.002,23.4
47420101,NSRD0798,BBWi,13,NA,NA,33.4,33.43,39.25,2.126,0.105,0.308,2.131,0.103,0.116,2.25,0.832,0.126,0.004,0.001,0.004,NA,0.001,0.007,0.002,0.017,0.007,0,0,0.004,0.011,0.46,2.44,1.62,4.52,4742,0.001,20.1
